documentId,fileName,relativePath,jurisdiction,region,year,years,documentType,primaryTopic,secondaryTopics,extension,size,modifiedAt,classificationStatus,confidence
"8a4f22e2ea91317a","关于做好《医疗纠纷预防和处理条例》贯彻实施工作的通知（2）.docx","01_醫療法規與政策\未標示年份\关于做好《医疗纠纷预防和处理条例》贯彻实施工作的通知（2）.docx","CN","地區待確認","年份待確認","","研究論文／文獻","醫院評鑑與醫療品質","感染預防與控制；醫技、檢驗與病理；臨床研究與人體試驗；醫療器材與設備；環境、能源與醫療廢棄物；醫院評鑑與醫療品質；醫療治理與依法執業","docx","18514","2022-05-25T03:59:58.000Z","classified_candidate","0.75"
"1a5c7374a45b9f43","关于制定职业病诊断鉴定费和预防接种异常反应鉴定费收费标准的函.docx","01_醫療法規與政策\未標示年份\关于制定职业病诊断鉴定费和预防接种异常反应鉴定费收费标准的函.docx","UNKNOWN","地區待確認","年份待確認","","研究論文／文獻","生殖、婦幼與月子服務","臨床研究與人體試驗；職業安全與員工健康","docx","12327","2022-05-25T09:30:02.000Z","classified_candidate","0.35"
"308ad118a97b87bb","关于制定职业病诊断鉴定费和预防接种异常反应鉴定费收费标准的函（2）.docx","01_醫療法規與政策\未標示年份\关于制定职业病诊断鉴定费和预防接种异常反应鉴定费收费标准的函（2）.docx","UNKNOWN","地區待確認","年份待確認","","研究論文／文獻","生殖、婦幼與月子服務","臨床研究與人體試驗；職業安全與員工健康","docx","12327","2022-05-25T09:30:02.000Z","classified_candidate","0.35"
"fc85b407216982dc","关于印发《湖南省医疗保障信用管理暂行办法》的通知 - 湖南省医疗保障局.pdf","01_醫療法規與政策\未標示年份\关于印发《湖南省医疗保障信用管理暂行办法》的通知 - 湖南省医疗保障局.pdf","UNKNOWN","湖南","年份待確認","","公告／通知／函釋","其他／待確認","","pdf","727687","2022-10-10T02:58:50.000Z","classified_candidate","0.35"
"27c433cceb25fdde","关于印发医疗监督执法工作规范（试行）的通知 - 副本.pdf","01_醫療法規與政策\未標示年份\关于印发医疗监督执法工作规范（试行）的通知 - 副本.pdf","UNKNOWN","地區待確認","年份待確認","","公告／通知／函釋","其他／待確認","","pdf","2770731","2025-05-20T12:15:04.000Z","classified_candidate","0.35"
"bdd71ead00110dfe","关于印发医疗监督执法工作规范（试行）的通知.pdf","01_醫療法規與政策\未標示年份\关于印发医疗监督执法工作规范（试行）的通知.pdf","UNKNOWN","地區待確認","年份待確認","","公告／通知／函釋","其他／待確認","","pdf","2770731","2025-05-20T12:15:04.000Z","classified_candidate","0.35"
"13312fa348c95950","医疗事故处理条例.docx","01_醫療法規與政策\未標示年份\医疗事故处理条例.docx","CN","地區待確認","年份待確認","","公告／通知／函釋","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；感染預防與控制；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；急診與緊急醫療；輸血與器官移植；臨床研究與人體試驗；醫療保險與支付；消防、治安與應急管理；財務、採購與內部稽核；醫療治理與依法執業","docx","28323","2022-05-25T03:57:04.000Z","classified_candidate","0.75"
"2684cc62d0778a10","医疗事故处理条例__來源__2.docx","01_醫療法規與政策\未標示年份\医疗事故处理条例__來源__2.docx","CN","地區待確認","年份待確認","","公告／通知／函釋","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；感染預防與控制；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；急診與緊急醫療；輸血與器官移植；臨床研究與人體試驗；醫療保險與支付；消防、治安與應急管理；財務、採購與內部稽核；醫療治理與依法執業","docx","25072","2021-01-25T08:22:22.000Z","classified_candidate","0.75"
"843f2ca6e86da6b1","医疗事故处理条例（2）.docx","01_醫療法規與政策\未標示年份\医疗事故处理条例（2）.docx","CN","地區待確認","年份待確認","","公告／通知／函釋","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；感染預防與控制；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；急診與緊急醫療；輸血與器官移植；臨床研究與人體試驗；醫療保險與支付；消防、治安與應急管理；財務、採購與內部稽核；醫療治理與依法執業","docx","25072","2021-01-25T08:22:22.000Z","classified_candidate","0.75"
"8cabe1211c8aa856","医疗保障 消毒供应.pdf","01_醫療法規與政策\未標示年份\医疗保障 消毒供应.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","感染預防與控制","","pdf","828481","2022-06-20T04:02:50.000Z","classified_candidate","0.35"
"a9df4e6e7ae8b6b6","医疗保障基金使用监督管理举报处理暂行办法.docx","01_醫療法規與政策\未標示年份\医疗保障基金使用监督管理举报处理暂行办法.docx","CN","地區待確認","年份待確認","","研究論文／文獻","資訊安全與個人資料","醫療保險與支付；醫療器材與設備","docx","29140","2022-05-26T01:50:14.000Z","classified_candidate","0.75"
"ce3389ebaa7ce936","医疗保障基金使用监督管理条例.docx","01_醫療法規與政策\未標示年份\医疗保障基金使用监督管理条例.docx","CN","地區待確認","年份待確認","","教材／簡報／參考資料","病歷、電子病歷與醫療資料","資訊安全與個人資料；藥事與藥品管理；急診與緊急醫療；醫療保險與支付；醫療器材與設備；消防、治安與應急管理；財務、採購與內部稽核；醫療治理與依法執業","docx","35597","2022-05-26T01:36:34.000Z","classified_candidate","0.75"
"8fee0497fd310260","医疗保障基金飞行检查管理暂行办法.docm","01_醫療法規與政策\未標示年份\医疗保障基金飞行检查管理暂行办法.docm","CN","地區待確認","年份待確認","","查檢表／稽核表","病歷、電子病歷與醫療資料","資訊安全與個人資料；醫療保險與支付；醫療器材與設備；財務、採購與內部稽核","docm","36522","2024-05-23T05:11:48.000Z","classified_candidate","0.75"
"1f5314ce0e079e0b","医疗保障基金飞行检查管理暂行办法.wps","01_醫療法規與政策\未標示年份\医疗保障基金飞行检查管理暂行办法.wps","UNKNOWN","地區待確認","年份待確認","","行政法規／條例","其他／待確認","","wps","43008","2024-05-23T05:11:46.000Z","classified_candidate","0.35"
"620067f36349a0f2","医疗保障行政处罚程序暂行规定.docx","01_醫療法規與政策\未標示年份\医疗保障行政处罚程序暂行规定.docx","CN","地區待確認","年份待確認","","醫院評鑑／認證標準","資訊安全與個人資料","醫技、檢驗與病理；醫療保險與支付；醫療器材與設備；消防、治安與應急管理；財務、採購與內部稽核；醫院評鑑與醫療品質","docx","37771","2022-05-26T01:41:54.000Z","classified_candidate","0.75"
"9537b75c2c7f901a","医疗器械监督管理条例.docx","01_醫療法規與政策\未標示年份\医疗器械监督管理条例.docx","CN","地區待確認","年份待確認","","查檢表／稽核表","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；藥事與藥品管理；感染預防與控制；醫技、檢驗與病理；急診與緊急醫療；臨床研究與人體試驗；醫療保險與支付；醫療器材與設備；消防、治安與應急管理；環境、能源與醫療廢棄物；財務、採購與內部稽核；醫院評鑑與醫療品質","docx","32441","2021-01-25T08:03:22.000Z","classified_candidate","0.75"
"5c1c690e41f026af","医疗机构管理条例.pdf","01_醫療法規與政策\未標示年份\医疗机构管理条例.pdf","UNKNOWN","地區待確認","年份待確認","","行政法規／條例","醫療治理與依法執業","","pdf","217335","2024-08-09T06:11:32.000Z","classified_candidate","0.35"
"d8c5cb9c2976fe00","医疗机构管理条例实施细则.docx","01_醫療法規與政策\未標示年份\医疗机构管理条例实施细则.docx","CN","地區待確認","年份待確認","","醫院評鑑／認證標準","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；藥事與藥品管理；感染預防與控制；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；急診與緊急醫療；生殖、婦幼與月子服務；臨床研究與人體試驗；醫療器材與設備；消防、治安與應急管理；環境、能源與醫療廢棄物；醫院評鑑與醫療品質；後勤、建築與設施安全；醫療治理與依法執業","docx","29981","2021-01-25T07:59:08.000Z","classified_candidate","0.75"
"fc9d352c7a5b5fb0","医疗机构管理条例实施细则.pdf","01_醫療法規與政策\未標示年份\医疗机构管理条例实施细则.pdf","UNKNOWN","地區待確認","年份待確認","","公告／通知／函釋","醫療治理與依法執業","","pdf","286202","2022-06-01T05:08:30.000Z","classified_candidate","0.35"
"76f2a603b8583b28","医疗纠纷预防和处理条例.docx","01_醫療法規與政策\未標示年份\医疗纠纷预防和处理条例.docx","CN","地區待確認","年份待確認","","研究論文／文獻","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；藥事與藥品管理；感染預防與控制；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；急診與緊急醫療；輸血與器官移植；醫療器材與設備；消防、治安與應急管理；醫院評鑑與醫療品質；醫療治理與依法執業","docx","25572","2022-05-25T03:58:22.000Z","classified_candidate","0.75"
"4990efeb4575abd5","医疗纠纷预防和处理条例__來源__2.docx","01_醫療法規與政策\未標示年份\医疗纠纷预防和处理条例__來源__2.docx","CN","地區待確認","年份待確認","","研究論文／文獻","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；藥事與藥品管理；感染預防與控制；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；急診與緊急醫療；輸血與器官移植；醫療器材與設備；消防、治安與應急管理；醫院評鑑與醫療品質；醫療治理與依法執業","docx","22217","2021-01-25T08:19:12.000Z","classified_candidate","0.75"
"4418743f6c8a24ec","医疗纠纷预防和处理条例（2）.docx","01_醫療法規與政策\未標示年份\医疗纠纷预防和处理条例（2）.docx","CN","地區待確認","年份待確認","","研究論文／文獻","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；藥事與藥品管理；感染預防與控制；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；急診與緊急醫療；輸血與器官移植；醫療器材與設備；消防、治安與應急管理；醫院評鑑與醫療品質；醫療治理與依法執業","docx","22217","2021-01-25T08:19:12.000Z","classified_candidate","0.75"
"f184294dd2aba718","印发医疗监督执法工作规范.pdf","01_醫療法規與政策\未標示年份\印发医疗监督执法工作规范.pdf","UNKNOWN","地區待確認","年份待確認","","公告／通知／函釋","其他／待確認","","pdf","2586712","2023-12-06T13:04:26.000Z","classified_candidate","0.35"
"f0d237843a3fccf2","国务院令第445号公布易制毒化学品管理条例.docx","01_醫療法規與政策\未標示年份\国务院令第445号公布易制毒化学品管理条例.docx","CN","地區待確認","年份待確認","","醫院評鑑／認證標準","資訊安全與個人資料","藥事與藥品管理；手術、麻醉與疼痛管理；急診與緊急醫療；臨床研究與人體試驗；醫療器材與設備；消防、治安與應急管理；環境、能源與醫療廢棄物；醫院評鑑與醫療品質；醫療治理與依法執業","docx","23146","2021-01-25T08:27:06.000Z","classified_candidate","0.75"
"084030a7458208b3","国家医保局公安部关于加强查处骗取医保基金案件行刑衔接工作的通知.docx","01_醫療法規與政策\未標示年份\国家医保局公安部关于加强查处骗取医保基金案件行刑衔接工作的通知.docx","CN","地區待確認","年份待確認","","研究論文／文獻","資訊安全與個人資料","藥事與藥品管理；護理管理；醫技、檢驗與病理；臨床研究與人體試驗；醫療保險與支付；醫療器材與設備","docx","16420","2022-05-26T01:44:50.000Z","classified_candidate","0.75"
"0c45e69767a6fcfa","国家医疗保障局 政策解读 《关于印发按病组（DRG）和病种分值（DIP）付费2.0版分组方案并深入推进相关工作的通知》政策解读.pdf","01_醫療法規與政策\未標示年份\国家医疗保障局 政策解读 《关于印发按病组（DRG）和病种分值（DIP）付费2.0版分组方案并深入推进相关工作的通知》政策解读.pdf","UNKNOWN","地區待確認","年份待確認","","公告／通知／函釋","其他／待確認","","pdf","364543","2024-08-19T04:21:34.000Z","classified_candidate","0.35"
"5b6d9a3e87fa3e34","城市绿化条例.pdf","01_醫療法規與政策\未標示年份\城市绿化条例.pdf","UNKNOWN","地區待確認","年份待確認","","行政法規／條例","其他／待確認","","pdf","1376084","2023-02-12T06:38:42.000Z","classified_candidate","0.35"
"49439f361d850840","城市绿化条例_行政法规库_中国政府网.pdf","01_醫療法規與政策\未標示年份\城市绿化条例_行政法规库_中国政府网.pdf","CN","地區待確認","年份待確認","","行政法規／條例","其他／待確認","","pdf","469629","2022-10-19T07:35:28.000Z","classified_candidate","0.35"
"d6942c3ec9743a95","天津市医疗纠纷处置条例.docx","01_醫療法規與政策\未標示年份\天津市医疗纠纷处置条例.docx","UNKNOWN","天津","年份待確認","","公告／通知／函釋","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；輸血與器官移植；醫療保險與支付；消防、治安與應急管理；醫院評鑑與醫療品質；醫療治理與依法執業","docx","17483","2022-05-26T02:10:24.000Z","classified_candidate","0.35"
"26a10105a90b3780","天津市医疗纠纷处置条例（2）.docx","01_醫療法規與政策\未標示年份\天津市医疗纠纷处置条例（2）.docx","UNKNOWN","天津","年份待確認","","公告／通知／函釋","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；護理管理；醫技、檢驗與病理；手術、麻醉與疼痛管理；輸血與器官移植；醫療保險與支付；消防、治安與應急管理；醫院評鑑與醫療品質；醫療治理與依法執業","docx","17483","2022-05-26T02:10:24.000Z","classified_candidate","0.35"
"5f0d5523faaa365d","安徽省医疗纠纷预防与处置办法.docx","01_醫療法規與政策\未標示年份\安徽省医疗纠纷预防与处置办法.docx","CN","安徽","年份待確認","","公告／通知／函釋","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；護理管理；手術、麻醉與疼痛管理；急診與緊急醫療；醫療保險與支付；消防、治安與應急管理；醫院評鑑與醫療品質；醫療治理與依法執業","docx","18121","2022-05-26T02:29:36.000Z","classified_candidate","0.75"
"000f4a01df304a55","安徽省医疗纠纷预防与处置办法（2）.docx","01_醫療法規與政策\未標示年份\安徽省医疗纠纷预防与处置办法（2）.docx","CN","安徽","年份待確認","","公告／通知／函釋","醫院評鑑與醫療品質","病歷、電子病歷與醫療資料；資訊安全與個人資料；護理管理；手術、麻醉與疼痛管理；急診與緊急醫療；醫療保險與支付；消防、治安與應急管理；醫院評鑑與醫療品質；醫療治理與依法執業","docx","18121","2022-05-26T02:29:36.000Z","classified_candidate","0.75"
"68077fb1ef407ba1","山东省医疗纠纷预防和处理办法.pdf","01_醫療法規與政策\未標示年份\山东省医疗纠纷预防和处理办法.pdf","CN","山東","年份待確認","","行政法規／條例","其他／待確認","","pdf","3125879","2026-04-08T03:50:56.000Z","classified_candidate","0.35"
"407f72ccc31630a7","山东省医疗纠纷预防和处理办法（2）.pdf","01_醫療法規與政策\未標示年份\山东省医疗纠纷预防和处理办法（2）.pdf","CN","山東","年份待確認","","行政法規／條例","其他／待確認","","pdf","3125879","2026-04-08T03:50:56.000Z","classified_candidate","0.35"
