documentId,fileName,relativePath,jurisdiction,region,year,years,documentType,primaryTopic,secondaryTopics,extension,size,modifiedAt,classificationStatus,confidence
"9aea174def3a7fbb","T_CHAS 10-2-18-2022 中国医院质量安全患者服务 介入治疗.pdf","02_醫院管理與品質\2022\T_CHAS 10-2-18-2022 中国医院质量安全患者服务 介入治疗.pdf","CN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","406509","2024-06-09T02:40:10.000Z","needs_review","0.35"
"3e897378702d20ed","T_CHAS 10-2-18-2022 中国医院质量安全患者服务 介入治疗（2）.pdf","02_醫院管理與品質\2022\T_CHAS 10-2-18-2022 中国医院质量安全患者服务 介入治疗（2）.pdf","CN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","406509","2024-06-09T02:40:10.000Z","needs_review","0.35"
"afd613852416c878","T_CHAS 10-2-23-2022质量安全管理患者服务 高压氧治疗.pdf","02_醫院管理與品質\2022\T_CHAS 10-2-23-2022质量安全管理患者服务 高压氧治疗.pdf","UNKNOWN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","397048","2024-11-22T01:14:22.000Z","needs_review","0.35"
"0903f84013efbbfc","T_SHWSHQ 10-2022 医疗卫生机构医用气体系统安全管理规范.pdf","02_醫院管理與品質\2022\T_SHWSHQ 10-2022 医疗卫生机构医用气体系统安全管理规范.pdf","UNKNOWN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","500117","2024-11-22T01:11:52.000Z","needs_review","0.35"
"74f4f0525645cbe8","T_SHWSHQ 10-2022 医疗卫生机构医用气体系统安全管理规范（2）.pdf","02_醫院管理與品質\2022\T_SHWSHQ 10-2022 医疗卫生机构医用气体系统安全管理规范（2）.pdf","UNKNOWN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","500117","2024-07-02T04:33:44.000Z","needs_review","0.35"
"685eb5a076ec96fd","YY_T 0793.4-2022 血液透析和相关治疗用液体的制备和质量管 (1).pdf","02_醫院管理與品質\2022\YY_T 0793.4-2022 血液透析和相关治疗用液体的制备和质量管 (1).pdf","UNKNOWN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","1300817","2026-01-08T02:34:06.000Z","needs_review","0.35"
"8b3b2742484a69e8","YY_T 0793.4-2022 血液透析和相关治疗用液体的制备和质量管.pdf","02_醫院管理與品質\2022\YY_T 0793.4-2022 血液透析和相关治疗用液体的制备和质量管.pdf","UNKNOWN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","1300817","2026-01-08T02:13:46.000Z","needs_review","0.35"
"3fa61c4704566320","国家限制类技术目录（2022 年版.pdf","02_醫院管理與品質\2022\国家限制类技术目录（2022 年版.pdf","UNKNOWN","地區待確認","2022","2022","待確認或非規範文件","其他／待確認","","pdf","207420","2022-08-27T04:47:50.000Z","needs_review","0.35"
"5bac14b19d050d42","河北省限制类医疗技术目录2022.pdf","02_醫院管理與品質\2022\河北省限制类医疗技术目录2022.pdf","UNKNOWN","河北","2022","2022","待確認或非規範文件","其他／待確認","","pdf","111975","2022-08-27T04:49:28.000Z","needs_review","0.35"
"1aeff24250162e29","2023年度健康管理领域十大进展.pdf","02_醫院管理與品質\2023\2023年度健康管理领域十大进展.pdf","UNKNOWN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","3499600","2024-08-24T06:28:06.000Z","needs_review","0.35"
"255c463970b508b8","T_CHAS 10-2-15-2023 中国医院质量安全管理 第2-15.pdf","02_醫院管理與品質\2023\T_CHAS 10-2-15-2023 中国医院质量安全管理 第2-15.pdf","CN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","961392","2025-08-14T05:21:40.000Z","needs_review","0.35"
"712c179b133897d2","T_CHAS 10-2-17-2023 中国医院质量安全患者服务 放射治疗.pdf","02_醫院管理與品質\2023\T_CHAS 10-2-17-2023 中国医院质量安全患者服务 放射治疗.pdf","CN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","501852","2024-06-09T02:39:54.000Z","needs_review","0.35"
"8711421a1db88cce","T_CHES 105-2023 医院节水管理规范.pdf","02_醫院管理與品質\2023\T_CHES 105-2023 医院节水管理规范.pdf","UNKNOWN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","289040","2024-02-19T08:21:28.000Z","needs_review","0.35"
"85a126bcf60cf171","T_CI 171-2023 胆总管结石中西医结合介入诊疗 规范.pdf","02_醫院管理與品質\2023\T_CI 171-2023 胆总管结石中西医结合介入诊疗 规范.pdf","UNKNOWN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","425755","2025-08-03T17:02:14.000Z","needs_review","0.35"
"672cfd55c4044fb7","T_CNAS 30-2023 住院精神疾病患者攻击行为预防.pdf","02_醫院管理與品質\2023\T_CNAS 30-2023 住院精神疾病患者攻击行为预防.pdf","UNKNOWN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","279532","2024-11-07T06:36:30.000Z","needs_review","0.35"
"34537800f6b748da","T_NAHIEM 70-2023 体重管理诚信服务规范.pdf","02_醫院管理與品質\2023\T_NAHIEM 70-2023 体重管理诚信服务规范.pdf","UNKNOWN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","283342","2025-04-14T01:16:34.000Z","needs_review","0.35"
"a6a268669a7a11e0","T_QGCML 2688-2023 体重体态体质管理标准.pdf","02_醫院管理與品質\2023\T_QGCML 2688-2023 体重体态体质管理标准.pdf","UNKNOWN","地區待確認","2023","2023","待確認或非規範文件","其他／待確認","","pdf","791874","2025-04-14T01:14:56.000Z","needs_review","0.35"
"755f31673d37e960","T_CADERM 9301-2024 急救中心医疗服务规范.pdf","02_醫院管理與品質\2024\T_CADERM 9301-2024 急救中心医疗服务规范.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","312278","2024-07-15T09:01:08.000Z","needs_review","0.35"
"4d174771252ff502","T_CAME 64-2024 医用气体系统管道技术与管理规范.pdf","02_醫院管理與品質\2024\T_CAME 64-2024 医用气体系统管道技术与管理规范.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","215404","2024-11-22T01:10:50.000Z","needs_review","0.35"
"794df3a285b68883","T_CHAS 10-2-36-2024 中国医院质量安全管理 第2-36.pdf","02_醫院管理與品質\2024\T_CHAS 10-2-36-2024 中国医院质量安全管理 第2-36.pdf","CN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","1327851","2026-02-04T04:48:34.000Z","needs_review","0.35"
"596acda42ef0b466","T_CQAP 4002-2024 医疗安全（不良）事件根本原因分析法活动.pdf","02_醫院管理與品質\2024\T_CQAP 4002-2024 医疗安全（不良）事件根本原因分析法活动.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","717948","2025-06-25T14:06:54.000Z","needs_review","0.35"
"1b3e7127aa215d13","T_HPEPEA 002-2024 高压电力用户变（配）电室安全管理规范.pdf","02_醫院管理與品質\2024\T_HPEPEA 002-2024 高压电力用户变（配）电室安全管理规范.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","584744","2025-05-11T11:38:52.000Z","needs_review","0.35"
"6bfcba1544271e6d","T_SATCM 002-2024 公立中医医院高质量发展评价规范.pdf","02_醫院管理與品質\2024\T_SATCM 002-2024 公立中医医院高质量发展评价规范.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","346943","2025-02-28T01:33:54.000Z","needs_review","0.35"
"72bceb93f5288fc0","T_ZCHSP 007-2024 多学科诊疗门诊操作规范.pdf","02_醫院管理與品質\2024\T_ZCHSP 007-2024 多学科诊疗门诊操作规范.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","662834","2024-11-06T08:13:44.000Z","needs_review","0.35"
"de527494d082356c","T_ZCHSP 007-2024 多学科诊疗门诊操作规范（2）.pdf","02_醫院管理與品質\2024\T_ZCHSP 007-2024 多学科诊疗门诊操作规范（2）.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","662834","2024-11-06T08:13:44.000Z","needs_review","0.35"
"34f16fa3a8f8588b","角膜塑形镜验配技术操作规范（2024年版）.pdf","02_醫院管理與品質\2024\角膜塑形镜验配技术操作规范（2024年版）.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","280980","2025-03-03T01:44:46.000Z","needs_review","0.35"
"510a4dde7b7d5f9b","角膜屈光性透镜取出术操作规范（2024年版.pdf","02_醫院管理與品質\2024\角膜屈光性透镜取出术操作规范（2024年版.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","291219","2025-03-03T01:43:40.000Z","needs_review","0.35"
"fe15b98b0ab76a10","非新生儿破伤风诊疗规范（2024年版）.pdf","02_醫院管理與品質\2024\非新生儿破伤风诊疗规范（2024年版）.pdf","UNKNOWN","地區待確認","2024","2024","待確認或非規範文件","其他／待確認","","pdf","21417265","2025-03-03T01:47:46.000Z","needs_review","0.35"
"7f52ae5abacb2ce5","01-評定作業重點說明 (1).pdf","02_醫院管理與品質\未標示年份\01-評定作業重點說明 (1).pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1028853","2024-02-05T01:20:28.000Z","needs_review","0.35"
"9842e17ebfdd6083","01-評定作業重點說明.pdf","02_醫院管理與品質\未標示年份\01-評定作業重點說明.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1028853","2024-02-05T01:20:26.000Z","needs_review","0.35"
"b3f40fc82dd24f56","03-第二章、急性腦中風醫療評定基準說明.pdf","02_醫院管理與品質\未標示年份\03-第二章、急性腦中風醫療評定基準說明.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","949002","2024-02-05T01:20:30.000Z","needs_review","0.35"
"d65f650ca306a870","04-112年本院精神科病房服務員作業實施要點(1111201).pdf","02_醫院管理與品質\未標示年份\04-112年本院精神科病房服務員作業實施要點(1111201).pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","231404","2023-08-13T07:58:20.000Z","needs_review","0.35"
"fd0775ac87ecce24","04-第三章、急性冠心症醫療評定基準說明-0511.pdf","02_醫院管理與品質\未標示年份\04-第三章、急性冠心症醫療評定基準說明-0511.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","920498","2024-02-05T01:20:32.000Z","needs_review","0.35"
"4f21f36dcdc6eb29","05-第四章、緊急外傷醫療評定基準說明.pdf","02_醫院管理與品質\未標示年份\05-第四章、緊急外傷醫療評定基準說明.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","925686","2024-02-05T01:20:34.000Z","needs_review","0.35"
"ff95768a4419ed3f","06-第五章、高危險妊娠醫療評定基準說明.pdf","02_醫院管理與品質\未標示年份\06-第五章、高危險妊娠醫療評定基準說明.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","766120","2024-02-05T01:20:34.000Z","needs_review","0.35"
"bab27d772f10db4c","07-第五章、新生兒醫療評定基準說明.pdf","02_醫院管理與品質\未標示年份\07-第五章、新生兒醫療評定基準說明.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","796937","2024-02-05T01:20:36.000Z","needs_review","0.35"
"8584d1137c14f2fd","08-第六章、加護病房照護評定基準說明.pdf","02_醫院管理與品質\未標示年份\08-第六章、加護病房照護評定基準說明.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","968379","2024-02-05T01:20:36.000Z","needs_review","0.35"
"79bce202f9409b68","1.112年度醫院緊急醫療能力分級評定作業申請、申報說明(含申請書).pdf","02_醫院管理與品質\未標示年份\1.112年度醫院緊急醫療能力分級評定作業申請、申報說明(含申請書).pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","202795","2024-02-05T01:20:40.000Z","needs_review","0.35"
"96e60d6d005b65a8","108年不定時及即時追蹤輔導訪查作業程序.pdf","02_醫院管理與品質\未標示年份\108年不定時及即時追蹤輔導訪查作業程序.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","188642","2023-07-27T12:27:00.000Z","needs_review","0.35"
"3da96b28537ca8e6","112年度醫院緊急醫療能力分級評定說明會問答集.pdf","02_醫院管理與品質\未標示年份\112年度醫院緊急醫療能力分級評定說明會問答集.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","289363","2024-02-05T01:20:24.000Z","needs_review","0.35"
"cad1bce1b1dba78a","12-醫學中心任務指標審查說明-任務一.pdf","02_醫院管理與品質\未標示年份\12-醫學中心任務指標審查說明-任務一.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","727320","2023-07-27T12:29:32.000Z","needs_review","0.35"
"97fe790f7c301a26","13-醫學中心任務指標審查說明-任務二.pdf","02_醫院管理與品質\未標示年份\13-醫學中心任務指標審查說明-任務二.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","901159","2023-07-27T12:29:32.000Z","needs_review","0.35"
"1f4b6f6472d8e24c","14-醫學中心任務指標審查說明-任務三.pdf","02_醫院管理與品質\未標示年份\14-醫學中心任務指標審查說明-任務三.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","656223","2023-07-27T12:29:34.000Z","needs_review","0.35"
"24f6de2f830c9a52","15-醫學中心任務指標審查說明-任務四.pdf","02_醫院管理與品質\未標示年份\15-醫學中心任務指標審查說明-任務四.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","633929","2023-07-27T12:29:36.000Z","needs_review","0.35"
"3c720e08fab5be57","16-醫學中心任務指標審查說明-任務五.pdf","02_醫院管理與品質\未標示年份\16-醫學中心任務指標審查說明-任務五.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","699195","2023-07-27T12:29:38.000Z","needs_review","0.35"
"1e5ddf17c0b6d022","3058-住院患者靜脈血栓防治.pdf","02_醫院管理與品質\未標示年份\3058-住院患者靜脈血栓防治.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","937697","2022-07-19T02:56:00.000Z","needs_review","0.35"
"8ce4e676d1dc3a8a","3058-患者服务 随访服务.pdf","02_醫院管理與品質\未標示年份\3058-患者服务 随访服务.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1268821","2022-07-19T02:55:12.000Z","needs_review","0.35"
"986e18fbbc6ebaa2","4-危急值管理标准.pdf","02_醫院管理與品質\未標示年份\4-危急值管理标准.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1086375","2022-06-20T04:00:24.000Z","needs_review","0.35"
"5bc555221db8bbdb","Comparative analysis of medical device adverse event reporting forms for patients and industries across various countries_ and the introduction of a unified generic form for harmonization (1).pdf","02_醫院管理與品質\未標示年份\Comparative analysis of medical device adverse event reporting forms for patients and industries across various countries_ and the introduction of a unified generic form for harmonization (1).pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1149134","2025-09-08T10:28:12.000Z","needs_review","0.35"
"0c1e9623cf4d0042","Comparative analysis of medical device adverse event reporting forms for patients and industries across various countries_ and the introduction of a unified generic form for harmonization.pdf","02_醫院管理與品質\未標示年份\Comparative analysis of medical device adverse event reporting forms for patients and industries across various countries_ and the introduction of a unified generic form for harmonization.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1149134","2025-09-08T10:24:14.000Z","needs_review","0.35"
"4400376e33d1e65c","endorsed-documents-improving-root-cause-analyses-actions-prevent-harm.pdf","02_醫院管理與品質\未標示年份\endorsed-documents-improving-root-cause-analyses-actions-prevent-harm.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","757788","2025-07-18T01:43:26.000Z","needs_review","0.35"
"60c7b1dbcf0c40bb","rca2-improving-root-cause-analyses-and-actions-to-prevent-harm.pdf","02_醫院管理與品質\未標示年份\rca2-improving-root-cause-analyses-and-actions-to-prevent-harm.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1312254","2025-07-18T01:52:12.000Z","needs_review","0.35"
"fbe557f56dfeb0ef","不同胎龄新生儿出生时生长评价标准.pdf","02_醫院管理與品質\未標示年份\不同胎龄新生儿出生时生长评价标准.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","202017","2022-08-27T04:50:52.000Z","needs_review","0.35"
"03c3aa27c3c466ed","中华人民共和国医师法.pdf","02_醫院管理與品質\未標示年份\中华人民共和国医师法.pdf","CN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","3777033","2024-06-12T07:58:08.000Z","needs_review","0.35"
"a429b7df70deeaa2","中华人民共和国基本医疗卫生与健康促进法.pdf","02_醫院管理與品質\未標示年份\中华人民共和国基本医疗卫生与健康促进法.pdf","CN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","388101","2022-06-17T07:54:14.000Z","needs_review","0.35"
"ff0e10eb1ecd0bc5","医疗不良事件的统计方式及存在的问题.pdf","02_醫院管理與品質\未標示年份\医疗不良事件的统计方式及存在的问题.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1269505","2025-09-12T00:56:22.000Z","needs_review","0.35"
"b346044a5b87c9cc","医疗卫生机构医疗废物卫生管理规范遼寧.pdf","02_醫院管理與品質\未標示年份\医疗卫生机构医疗废物卫生管理规范遼寧.pdf","UNKNOWN","遼寧","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","655565","2023-03-31T13:08:40.000Z","needs_review","0.35"
"002fec5f4aad7b36","医院候诊室卫生标准青海.pdf","02_醫院管理與品質\未標示年份\医院候诊室卫生标准青海.pdf","UNKNOWN","青海","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","698763","2023-10-06T12:20:50.000Z","needs_review","0.35"
"9c026eca28b9770d","医院多学科诊疗管理规范.pdf","02_醫院管理與品質\未標示年份\医院多学科诊疗管理规范.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","853945","2023-03-31T13:16:26.000Z","needs_review","0.35"
"c8fee2a1e9ab9ca0","医院病房床单元设施.pdf","02_醫院管理與品質\未標示年份\医院病房床单元设施.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","484321","2020-06-13T11:21:04.000Z","needs_review","0.35"
"7c39cba39db258d1","医院病房床单元设施（2）.pdf","02_醫院管理與品質\未標示年份\医院病房床单元设施（2）.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","484321","2022-08-26T08:37:28.000Z","needs_review","0.35"
"a9bec051c865bc4f","医院院长办公会议事与决策规则.doc","02_醫院管理與品質\未標示年份\医院院长办公会议事与决策规则.doc","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","doc","32256","2022-06-03T09:14:52.000Z","needs_review","0.35"
"a78a9c80057144a3","四川省基层医疗卫生机构状况及居家医疗服务开展现状调查.pdf","02_醫院管理與品質\未標示年份\四川省基层医疗卫生机构状况及居家医疗服务开展现状调查.pdf","UNKNOWN","四川","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1901954","2024-08-24T08:39:10.000Z","needs_review","0.35"
"aa9fb979308e320e","基于价值医疗的病种绩效管理实践与探索.pdf","02_醫院管理與品質\未標示年份\基于价值医疗的病种绩效管理实践与探索.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","818013","2026-04-14T05:20:02.000Z","needs_review","0.35"
"cea4503cb9213df1","失效模式与效应分析及计划-执行-检查-处理循环优化门诊采血的效果.pdf","02_醫院管理與品質\未標示年份\失效模式与效应分析及计划-执行-检查-处理循环优化门诊采血的效果.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1385975","2024-08-24T08:53:36.000Z","needs_review","0.35"
"10ac390c3908ec5f","妊娠期妇女体重增长推荐值标准.pdf","02_醫院管理與品質\未標示年份\妊娠期妇女体重增长推荐值标准.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","206985","2022-08-27T04:51:08.000Z","needs_review","0.35"
"c0fe5abff4d5ae49","孕前优生健康检查.pdf","02_醫院管理與品質\未標示年份\孕前优生健康检查.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","1377449","2022-08-26T08:36:24.000Z","needs_review","0.35"
"c4b27548527a4688","室间质量评价不合格原因分析.pdf","02_醫院管理與品質\未標示年份\室间质量评价不合格原因分析.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","263677","2026-01-29T02:39:52.000Z","needs_review","0.35"
"f001c5c998b71f1a","室间质量评价不合格原因分析（2）.pdf","02_醫院管理與品質\未標示年份\室间质量评价不合格原因分析（2）.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","263677","2024-08-09T06:03:02.000Z","needs_review","0.35"
"010c81015b440be1","智慧慢病系统助力医共体慢病服务模式的实践与启示.pdf","02_醫院管理與品質\未標示年份\智慧慢病系统助力医共体慢病服务模式的实践与启示.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","704675","2024-08-24T08:37:48.000Z","needs_review","0.35"
"a459781068ee8dc9","有晶状体眼后房型人工晶状体植入术.pdf","02_醫院管理與品質\未標示年份\有晶状体眼后房型人工晶状体植入术.pdf","UNKNOWN","地區待確認","年份待確認","","待確認或非規範文件","其他／待確認","","pdf","274131","2025-03-03T01:44:12.000Z","needs_review","0.35"
